"Flume","Treatment","Type","Family","d15N","perc_N","d13C","perc_C","C_N","Concd15N","Concd13C"
"Flume 10","Control","Prey","Curculionidae",3.81008333333333,8.96223381608125,-26.7315,47.9092021025941,5.34567643355041,0.0896223381608125,0.479092021025941
"Flume 10","Control","Prey","Curculionidae",3.67908333333333,9.66530155654031,-26.4235,47.3934031473231,4.90345830081762,0.0966530155654031,0.473934031473231
"Flume 10","Control","Prey","Curculionidae",3.64808333333333,9.54239592596129,-26.5125,47.7471720502762,5.00368800673781,0.0954239592596129,0.477471720502762
"Flume 11","ALAN + Crayfish","Prey","Curculionidae",1.46008333333333,10.2803733018128,-26.6655,45.9519151666039,4.46986834208646,0.102803733018128,0.459519151666039
"Flume 11","ALAN + Crayfish","Prey","Curculionidae",1.61308333333333,10.3384283226773,-26.8175,45.8411415460859,4.43405323471978,0.103384283226773,0.458411415460859
"Flume 11","ALAN + Crayfish","Prey","Curculionidae",1.42208333333333,10.4131136346124,-26.5775,45.5818312785298,4.37734887738276,0.104131136346124,0.455818312785298
"Flume 12","Crayfish","Prey","Curculionidae",3.45008333333333,9.61911780351303,-27.3635,46.0739188962059,4.78982790702273,0.0961911780351303,0.460739188962059
"Flume 12","Crayfish","Prey","Curculionidae",3.46308333333333,9.8127498649717,-27.1655,45.8735895673693,4.67489645599986,0.098127498649717,0.458735895673693
"Flume 12","Crayfish","Prey","Curculionidae",3.24008333333333,9.75715058766462,-27.3815,46.2919052061425,4.74440819481321,0.0975715058766462,0.462919052061425
"Flume 13","Control","Prey","Curculionidae",2.15708333333333,9.57976482330843,-26.3085,47.394037128786,4.94730695407804,0.0957976482330843,0.47394037128786
"Flume 13","Control","Prey","Curculionidae",2.73308333333333,9.69869876977529,-26.1105,47.7394900438129,4.92225721996715,0.0969869876977529,0.477394900438129
"Flume 13","Control","Prey","Curculionidae",2.37408333333333,9.6129830869492,-26.2675,47.7301747075967,4.96517826733683,0.096129830869492,0.477301747075967
"Flume 14","ALAN + Crayfish","Prey","Curculionidae",2.04708333333333,10.133684380791,-27.1835,47.1790456321179,4.65566558610691,0.10133684380791,0.471790456321179
"Flume 14","ALAN + Crayfish","Prey","Curculionidae",2.37808333333333,9.661736931445,-27.3165,47.7109713562029,4.93813604062466,0.09661736931445,0.477109713562029
"Flume 14","ALAN + Crayfish","Prey","Curculionidae",2.02308333333333,9.39303663914894,-27.4215,47.9912523674054,5.10923721593762,0.0939303663914894,0.479912523674054
"Flume 15","Crayfish","Prey","Curculionidae",1.43408333333333,9.23310466628978,-27.6165,48.119163954233,5.21159086714536,0.0923310466628978,0.48119163954233
"Flume 15","Crayfish","Prey","Curculionidae",1.57908333333333,9.2550743206759,-27.5715,47.7187743029051,5.15595798040227,0.092550743206759,0.477187743029051
"Flume 15","Crayfish","Prey","Curculionidae",1.48908333333333,9.27171526467155,-27.6825,47.8834493721081,5.16446504289887,0.0927171526467155,0.478834493721081
"Flume 16","ALAN","Prey","Curculionidae",2.15608333333333,9.71013131302026,-28.4755,46.9575698780246,4.83593561861099,0.0971013131302026,0.469575698780246
"Flume 16","ALAN","Prey","Curculionidae",2.18908333333333,9.91828995718508,-28.2715,46.7755433609567,4.71608952378643,0.0991828995718508,0.467755433609567
"Flume 16","ALAN","Prey","Curculionidae",2.58008333333333,2.515040865721,-28.1715,12.2577592504532,4.87378134388254,0.02515040865721,0.122577592504532
